"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"1253","Female","Boomers","full-time year-round worker","low_income","non-college","White","Married","suburban",31510
"1254","Female","Silent","not ftyr","middle_income","non-college","Non-white","Never married","urban",31422
"1255","Male","Boomers","not ftyr","high_income","non-college","White","Divorced/separated/widowed","suburban",31420
"1256","Male","Silent","full-time year-round worker","upper_middle_income","college","White","Married","suburban",31403
"1257","Female","Boomers","full-time year-round worker","low_income","non-college","Non-white","Divorced/separated/widowed","rural",31398
"1258","Female","Millennial","not ftyr","high_income","non-college","Non-white","Married","urban",31322
"1259","Female","Boomers","full-time year-round worker","middle_income","college","Non-white","Married","urban",31226
"1260","Female","Gen X","not ftyr","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",31176
"1261","Male","Gen X","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","rural",31171
"1262","Female","Gen Z","full-time year-round worker","middle_income","non-college","White","Never married","rural",30884
"1263","Male","Silent","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","urban",30799
"1264","Male","Boomers","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","rural",30794
"1265","Female","Boomers","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","urban",30751
"1266","Female","Gen X","not ftyr","middle_income","college","Non-white","Never married","urban",30719
"1267","Male","Gen X","not ftyr","middle_income","college","White","Divorced/separated/widowed","suburban",30695
"1268","Male","Gen X","not ftyr","upper_middle_income","college","White","Never married","urban",30561
"1269","Male","Millennial","not ftyr","NA","non-college","Non-white","Married","suburban",30524
"1270","Male","Silent","not ftyr","high_income","non-college","White","Married","rural",30518
"1271","Male","Boomers","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","urban",30198
"1272","Male","Gen X","full-time year-round worker","middle_income","college","White","Never married","rural",30190
"1273","Male","Gen X","not ftyr","low_income","college","White","Never married","urban",30172
"1274","Male","Gen X","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",30115
"1275","Male","Gen X","full-time year-round worker","middle_income","college","Non-white","Divorced/separated/widowed","urban",30073
"1276","Male","Silent","not ftyr","low_income","college","White","Divorced/separated/widowed","rural",29823
"1277","Male","Boomers","not ftyr","upper_middle_income","non-college","Non-white","Never married","suburban",29804
"1278","Male","Millennial","not ftyr","middle_income","non-college","Non-white","Divorced/separated/widowed","urban",29740
"1279","Male","Boomers","not ftyr","upper_middle_income","non-college","White","Never married","urban",29642
"1280","Male","Boomers","not ftyr","upper_middle_income","college","White","Never married","urban",29559
"1281","Male","Silent","not ftyr","low_income","non-college","Non-white","Never married","urban",29459
"1282","Female","Gen X","full-time year-round worker","upper_middle_income","college","White","Never married","rural",29431
"1283","Female","Gen X","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","urban",29430
"1284","Male","Boomers","full-time year-round worker","high_income","college","White","Never married","urban",29409
"1285","Female","Millennial","full-time year-round worker","low_income","college","Non-white","Never married","urban",29154
"1286","Male","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","suburban",29141
"1287","Male","Silent","not ftyr","middle_income","non-college","White","Never married","suburban",29099
"1288","Male","Gen X","full-time year-round worker","high_income","non-college","White","Never married","urban",29074
"1289","Female","Millennial","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","urban",29047
"1290","Female","Gen X","full-time year-round worker","low_income","non-college","White","Never married","rural",29014
"1291","Male","Silent","not ftyr","low_income","non-college","White","Never married","rural",28975
"1292","Female","Boomers","full-time year-round worker","low_income","non-college","Non-white","Never married","suburban",28960
"1293","Female","Silent","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","suburban",28853
"1294","Male","Boomers","full-time year-round worker","upper_middle_income","non-college","Non-white","Never married","suburban",28802
"1295","Female","Millennial","full-time year-round worker","upper_middle_income","college","Non-white","Married","rural",28794
"1296","Male","Gen X","not ftyr","middle_income","college","White","Married","rural",28785
"1297","Male","Millennial","full-time year-round worker","middle_income","non-college","Non-white","Divorced/separated/widowed","rural",28667
"1298","Male","Millennial","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","urban",28618
"1299","Female","Boomers","not ftyr","upper_middle_income","college","White","Never married","urban",28578
"1300","Female","Silent","not ftyr","upper_middle_income","college","White","Divorced/separated/widowed","rural",28553
"1301","Female","Gen X","not ftyr","low_income","college","Non-white","Never married","suburban",28509
"1302","Female","Silent","not ftyr","low_income","non-college","White","Never married","rural",28481
"1303","Male","Gen X","not ftyr","NA","non-college","White","Never married","urban",28473
"1304","Female","Gen X","not ftyr","middle_income","college","White","Never married","urban",28419
"1305","Female","Boomers","full-time year-round worker","middle_income","college","White","Married","urban",28384
"1306","Male","Silent","full-time year-round worker","middle_income","non-college","White","Married","suburban",28348
"1307","Male","Gen X","not ftyr","low_income","college","Non-white","Married","urban",28298
"1308","Male","Gen X","not ftyr","upper_middle_income","non-college","Non-white","Married","rural",28097
"1309","Male","Gen X","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","urban",28067
"1310","Male","Gen X","full-time year-round worker","high_income","non-college","Non-white","Never married","suburban",28058
"1311","Male","Millennial","full-time year-round worker","middle_income","college","White","Divorced/separated/widowed","suburban",28054
"1312","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","urban",28003
"1313","Male","Gen X","not ftyr","high_income","college","Non-white","Married","urban",27997
"1314","Male","Silent","not ftyr","high_income","non-college","White","Married","urban",27815
"1315","Male","Boomers","not ftyr","low_income","college","Non-white","Divorced/separated/widowed","urban",27808
"1316","Female","Silent","full-time year-round worker","middle_income","non-college","White","Divorced/separated/widowed","suburban",27770
"1317","Female","Silent","not ftyr","upper_middle_income","college","Non-white","Married","suburban",27710
"1318","Female","Silent","not ftyr","middle_income","college","White","Never married","suburban",27604
"1319","Male","Millennial","not ftyr","NA","non-college","White","Divorced/separated/widowed","rural",27603
"1320","Female","Millennial","not ftyr","low_income","non-college","White","Divorced/separated/widowed","urban",27600
"1321","Male","Silent","not ftyr","NA","non-college","White","Married","rural",27585
"1322","Male","Boomers","full-time year-round worker","upper_middle_income","college","Non-white","Divorced/separated/widowed","urban",27531
"1323","Male","Gen X","full-time year-round worker","low_income","non-college","Non-white","Never married","rural",27447
"1324","Male","Gen Z","full-time year-round worker","high_income","non-college","White","Never married","suburban",27286
