"","puma","PUMAname","simple_density","logged_density","hholds"
"747","5311504","Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway",1550.68601524406,1314.36849227816,46742
"748","1201110","Broward County (Central)--Davie Town & Cooper City",1513.86101726767,1311.73927932359,43327
"749","0607311","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",1626.05033644133,1311.14066087032,40310
"750","0601906","Fresno County (Central)--Clovis City",1641.89389164224,1304.48608587614,38373
"751","0400119","Phoenix City (South)",1553.09752156333,1302.22672966021,31099
"752","2701102","Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities",1417.48819497303,1302.07886713789,45764
"753","4201804","Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs",1753.82930788693,1301.40579556136,80541
"754","3400903","Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs",1463.63716909431,1300.86342441192,36951
"755","4001002","Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities",1575.33741766124,1299.52574247587,64982
"756","4702504","Nashville-Davidson (Southeast)",1558.09349351419,1291.7529142112,51391
"757","4101320","Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities",1492.26587897919,1285.35826324377,45351
"758","4203104","Montgomery County (Central)--Norristown Borough",2098.25561003896,1284.55514671369,47652
"759","4101104","Marion County (West Central)--Salem City (South) & Four Corners",1564.08956149142,1283.75925305861,39987
"760","4201803","Allegheny County (North Central)",1738.25343728949,1283.18692450552,56174
"761","3401205","Ocean County (Northeast)--Point Pleasant Borough",1376.18119641285,1282.2024751969,41372
"762","4806703","Cameron County (South)--Brownsville City (Central)",1389.95794474529,1282.04311476073,41872
"763","3901804","Summit County (Central)--Akron (West) & Cuyahoga Falls (West) Cities",1533.24131676707,1281.93632143296,47874
"764","4805913","San Antonio (Northeast), Kirby & Windcrest Cities",1442.25013513973,1279.46939941661,36870
"765","0800811","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities",1510.35649917522,1278.69731895362,46760
"766","3603310","Suffolk County (Central)--Islip Town (Northwest)",1418.29166126787,1278.19836654076,31763
"767","1703401","Cook County (Northwest)--Palatine & Barrington Townships",1837.35302836424,1276.89645111864,48031
"768","4805906","San Antonio City (Southwest)--Inside Loop I-410",1417.1871645466,1275.71856199562,34605
"769","3602201","Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village",1717.95082410668,1274.75287478909,50858
"770","5500200","Green Bay City",1535.8295322423,1274.12377062463,42990
"771","1205705","Hillsborough County (North Central)--Tampa City (North)",1880.14909480835,1270.81648155883,60157
"772","1302003","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",1448.88594895007,1270.79107874397,62970
"773","1500308","Honolulu County--Ewa",2057.97933442038,1268.7826713079,33023
"774","5151246","Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge",1440.51663263139,1268.08961100462,80019
"775","3603311","Suffolk County (Southwest)--Islip Town (South)",1357.0872716408,1267.60742803627,33559
"776","4949002","Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",1503.51326060485,1266.6798520568,49397
"777","0611101","Ventura County (Southeast)--Simi Valley City",1666.51571568681,1265.67894513042,38308
"778","5159308","Fairfax County (Northeast)--McLean & Idylwood",1852.7087850174,1264.26714253716,41996
"779","5151225","Henrico County (West)--Tuckahoe, Short Pump & Wyndham",1418.00182690438,1263.55615037579,67857
"780","1208622","Miami-Dade County (Southwest)--South Miami Heights",1732.42403930286,1261.75968705808,31308
"781","4203301","Delaware County (North)--Broomall & Ardmore (West)",1603.82136961928,1258.88976119469,47292
"782","4802320","Dallas County (West)--Irving (South) & Grand Prairie (North) Cities",1508.06592724231,1257.22505572317,31811
"783","1304006","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City",1413.30823591121,1253.82985328943,67294
"784","4101316","Multnomah County (East)--Gresham & Troutdale Cities",1710.56154091026,1250.65148501287,58090
"785","1303001","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",1489.24213902651,1250.57250730758,59369
"786","4804606","Houston (East), Galena Park, Jacinto Cities & Cloverleaf",1579.88201365701,1247.9182020746,35220
"787","2202302","Regional Planning Commission 5--Jefferson Parish (West Bank)",1591.94316600713,1246.6039643533,48152
"788","1703417","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",1446.95998156425,1244.22220696706,40426
"789","5110701","Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village)",1370.43454335531,1241.87717718894,37410
"790","0607306","San Diego County (Northwest)--Escondido City (East)",2220.66344152292,1241.15734872109,42133
"791","3100902","Douglas County--Omaha City (Southwest)",1481.84186425838,1241.01823474824,59488
"792","3603308","Suffolk County (Central)--Brookhaven Town (West Central)",1272.21488268475,1237.95521271109,34698
"793","4001006","Oklahoma County (Central)--Oklahoma City (Central)",1488.79222595371,1237.50571311006,48082
"794","0607303","San Diego County (Northwest)--Vista City",1584.4754213394,1235.34663597703,34911
"795","3401003","Somerset County (Central)--North Plainfield & Somerville Boroughs",1672.01232975113,1234.98208439336,39081
"796","2201501","Capital Region Planning Commission 3--Baton Rouge City",1336.31705676466,1231.58541406253,69874
"797","3401902","Union County (Northwest)--Summit City & Westfield Town (North)",1317.85155071139,1230.44486067519,37559
"798","0800821","Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park",1575.01828174973,1228.79117433212,49152
"799","1205707","Hillsborough County (Central)",1384.26231578236,1228.78433459108,73101
"800","0606508","Riverside County (Northwest)--Moreno Valley City",1679.42905033047,1228.76079505366,48050
"801","0900904","West Haven, Milford & Orange Towns",1522.40823275732,1227.77397407124,45980
"802","2101902","Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer)",1688.15084107474,1225.71521681374,79014
"803","5151245","Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",1467.75028548482,1225.38797662918,38044
"804","0609703","Sonoma County (Central)--Santa Rosa City",1705.21187419579,1219.64134779999,69491
"805","4100704","Lane County (East Central)--Eugene (Northeast) & Springfield Cities",1450.95491744436,1217.70393717965,44247
"806","3900907","Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities",1501.66608839918,1217.02737028911,43970
"807","0400133","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",1375.09541605235,1216.77363213363,35553
"808","2701503","Dakota County (West)--Burnsville & Apple Valley Cities",1358.5606835235,1216.39020552672,43791
"809","1203104","Duval County (East)--Jacksonville City (Beaches)",1394.20775146022,1216.24003932179,52555
"810","0400107","Maricopa County--Chandler City (South)",1334.93902267663,1214.93410953364,40483
"811","4101322","Washington County (Central)--Hillsboro City",1793.90710950395,1213.99713076514,42680
"812","1303004","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",1378.75399090176,1212.83794578262,69043
"813","3601202","Erie County (North Central)",1400.07664445952,1212.45543718362,49872
"814","1203107","Duval County (Southwest Central)--Jacksonville City (Southwest)",1367.85416797474,1210.23465877529,62149
"815","1802304","Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West)",1418.66801834842,1209.49345706732,52375
"816","1209508","Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park",1287.91964573711,1208.35882647171,36915
"817","2401102","Prince Georges County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",1688.21512077473,1206.97297352948,47833
"818","0900103","Norwalk, Westport & Darien Towns",1627.58483244215,1206.43513692042,49908
"819","4804620","Houston (Southeast) & Webster Cities",1488.48873664326,1196.98489088674,38938
"820","4802510","Tarrant County (North)--North Richland Hills (North) & Keller Cities",1324.10997240705,1194.25796671049,43563
"821","2701302","Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities",1282.44902835016,1192.17690146733,43302
"822","0608507","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",1621.0292510732,1190.27400496262,50039
"823","4805203","Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",1397.17928866024,1186.77070128484,42265
"824","3402104","Camden County (East Central)--Haddonfield Borough",1350.45636978552,1185.67082745272,43677
"825","0602903","Kern County (Central)--Bakersfield City (Northeast)",1617.54802983841,1182.38253954041,49212
"826","3904604","Montgomery County (Southeast)--Kettering & Centerville Cities",1337.38547121698,1179.69577876092,54026
"827","0400101","Maricopa County--Mesa City (East)",1380.31654018612,1177.29446945166,59102
"828","1802303","Marion County--Lawrence Township--Indianapolis (Northeast) & Lawrence Cities",1301.45788165097,1175.12450044778,49830
"829","0601307","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",1598.89587473089,1174.47432383219,41598
"830","4935007","Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities",1317.18763219876,1172.75600267994,47701
"831","3703104","Charlotte City (South)",1222.15713398861,1170.4244780106,61982
"832","0606712","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",1315.12099475779,1168.63724793944,41193
"833","1703416","Cook County (Northeast)--Northfield & New Trier Townships",1328.7027892368,1165.97472404793,52787
"834","0900301","Manchester & East Hartford Towns",1404.35405431351,1162.84932250527,43300
"835","0607308","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",1397.44716677213,1159.58570647152,46861
"836","3000700","Billings City",1387.42841220323,1158.94317252805,44738
"837","3903200","Stark County (Central)--Canton & North Canton Cities",1365.38588710565,1158.58325516348,58284
"838","2500504","Middlesex County (South)--Framingham Town, Marlborough City & Natick Town",1413.91865366561,1157.99207825505,57562
"839","4802512","Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820",1274.83583898558,1157.63358823553,34906
"840","4801905","Collin County (Central)--McKinney City",1271.60709604442,1156.64329885104,49262
"841","4804631","Harris County (Northwest)--North of US-290 & North of FM-1960",1232.74514428661,1150.33702903691,44977
"842","4804904","Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",1252.32501669455,1148.82905245838,45590
"843","1801001","Allen County (Central)--Fort Wayne City (South)",1352.29426124447,1148.13337555491,53857
"844","0607319","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",1678.24381933146,1147.68101637804,42473
"845","4600600","Sioux Falls City",1408.64788609591,1146.5757222852,68980
"846","3701702","Greensboro City (South)",1234.84155864949,1144.72750549202,46006
"847","4802508","Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820",1195.73385690109,1141.63778611269,34498
"848","2901703","St. Charles County (Northeast)",1346.68223982108,1141.04713792752,52319
"849","1210301","Pinellas County (North)",1352.16196487842,1140.93958015753,52055
"850","1802301","Marion County--Pike & Washington (Northwest) Townships--Indianapolis City (Northwest)",1358.6419671636,1140.08724089864,41298
"851","1209902","Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities",1461.89575272744,1139.83179790751,48011
"852","0607301","San Diego County (Northwest)--Oceanside City & Camp Pendleton",1865.26794971432,1138.70352822242,62963
"853","4802514","Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities",1638.02370404791,1138.691505534,55932
"854","4804902","Fort Bend County (Northeast)--Sugar Land & Stafford Cities",1381.4415791541,1138.12022108687,44985
"855","4802005","Denton County (Central)--Denton (Central) & Corinth Cities",1337.1786008046,1137.90417882513,42628
"856","2901802","St. Louis County (Northwest)",1346.25829023126,1137.82824287475,49532
"857","1703307","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",1527.27800956568,1137.52489592308,46946
"858","3400308","Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs",1257.21964750052,1135.57943022914,35731
"859","2500503","Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns",1718.88059754848,1135.21295718952,52821
"860","0607106","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",1424.81017988747,1134.59438212662,32702
"861","4803303","El Paso City (Southeast)",1325.82838221187,1132.05773389568,38720
"862","1703412","Cook County (South Central)--Bremen & Orland (East) Townships",1239.47931130699,1131.84451333721,40867
"863","3904103","Columbus (Far Northwest), Dublin & Hilliard (North) Cities",1304.65339392116,1129.86183093741,45365
"864","3400101","Atlantic County (East)--Atlantic City & Ventnor City",2425.58495679843,1127.64598392039,43628
"865","0607305","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",1530.13239032725,1127.61348090623,41414
